sexo,idade,cor,MSAU051,escolaridade,formacao
Feminino,33,Branca,Sim,Especialização,Psicologia
Masculino,67,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,57,Branca,Sim,Mestrado,Medicina
Masculino,33,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,37,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,32,Branca,Sim,Especialização,Administração
Feminino,50,Branca,Sim,Ensino superior completo,Sociologia
Feminino,43,Preta,Sim,Ensino superior completo,Pedagogia
Feminino,29,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,54,Branca,Sim,Ensino superior completo,Administração
Feminino,57,Amarela,Sim,Especialização,Pedagogia
Masculino,33,Branca,Sim,Especialização,Administração
Masculino,56,Branca,Sim,Ensino superior completo,Administração
Feminino,39,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,42,Branca,Não,Ensino superior completo,Assistência social
Masculino,36,Branca,Sim,Ensino superior completo,Administração
Feminino,50,Branca,Sim,Especialização,Jornalismo
Masculino,66,Branca,Não,Ensino superior completo,Sociologia
Feminino,33,Parda,Não,Ensino superior completo,Pedagogia
Feminino,42,Branca,Sim,Ensino superior incompleto,-
Masculino,38,Branca,Sim,Especialização,Administração
Masculino,55,Branca,Sim,Ensino superior completo,Terapia ocupacional
Masculino,66,Branca,Sim,Especialização,Medicina
Feminino,43,Branca,Sim,Especialização,Sociologia
Feminino,27,Branca,Sim,Ensino superior completo,Psicologia
Feminino,56,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,40,Branca,Sim,Especialização,Pedagogia
Feminino,38,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,65,Branca,Não,Ensino superior completo,Enfermagem
Feminino,63,Branca,Sim,Ensino superior completo,Psicologia
Feminino,51,Branca,Sim,Especialização,Pedagogia
Feminino,59,Branca,Sim,Ensino superior completo,Assistência social
Feminino,47,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,46,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,59,Branca,Sim,Ensino superior completo,Administração
Masculino,50,Branca,Sim,Ensino superior incompleto,-
Masculino,36,Branca,Não,Ensino superior completo,Administração
Masculino,62,Branca,Sim,Especialização,Medicina
Feminino,46,Branca,Não,Ensino superior completo,Administração
Feminino,46,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,40,Branca,Sim,Especialização,Pedagogia
Feminino,39,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,32,Branca,Não,Especialização,Pedagogia
Feminino,60,Branca,Sim,Ensino superior incompleto,-
Feminino,56,Parda,Sim,Ensino superior completo,Assistência social
Masculino,37,Branca,Sim,Especialização,Administração
Feminino,58,Parda,Sim,Especialização,Pedagogia
Feminino,64,Branca,Sim,Ensino superior incompleto,-
Masculino,43,Branca,Sim,Mestrado,Assistência social
Masculino,26,Branca,Sim,Ensino superior completo,Administração
Masculino,24,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,33,Amarela,Sim,Ensino superior completo,Pedagogia
Masculino,36,Parda,Sim,Ensino superior completo,Administração
Masculino,56,Branca,Sim,Especialização,Jornalismo
Feminino,44,Branca,Não,Especialização,Pedagogia
Masculino,30,Parda,Sim,Mestrado,Pedagogia
Feminino,39,Branca,Sim,Especialização,Administração
Feminino,38,Branca,Sim,Especialização,Pedagogia
Feminino,34,Branca,Sim,Ensino superior completo,Administração
Feminino,49,Branca,Sim,Especialização,Pedagogia
Feminino,37,Branca,Sim,Especialização,Pedagogia
Feminino,38,Branca,Sim,Especialização,Pedagogia
Feminino,53,Branca,Sim,Mestrado,Pedagogia
Feminino,51,Branca,Sim,Especialização,Psicologia
Feminino,58,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,56,Preta,Sim,Ensino fundamental (1º Grau) completo,-
Feminino,52,Branca,Sim,Especialização,Psicologia
Masculino,60,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,31,Branca,Sim,Ensino superior completo,Administração
Feminino,46,Branca,Sim,Ensino superior incompleto,-
Feminino,31,Branca,Sim,Especialização,Pedagogia
Masculino,0,Branca,Sim,Ensino superior completo,Administração
Feminino,55,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,53,Branca,Sim,Ensino superior completo,Administração
Feminino,49,Branca,Sim,Especialização,Pedagogia
Feminino,38,Branca,Sim,Especialização,Administração
Masculino,55,Branca,Sim,Doutorado,Medicina
Masculino,51,Branca,Sim,Ensino superior completo,Assistência social
Masculino,36,Branca,Sim,Ensino superior completo,Administração
Masculino,58,Branca,Sim,Ensino superior completo,Assistência social
Feminino,43,Branca,Sim,Especialização,Pedagogia
Masculino,54,Preta,Não,Especialização,Jornalismo
Masculino,41,Branca,Sim,Especialização,Administração
Feminino,55,Branca,Não,Ensino superior completo,Assistência social
Feminino,41,Branca,Não,Especialização,Enfermagem
Masculino,54,Branca,Sim,Ensino superior completo,Assistência social
Masculino,46,Branca,Sim,Especialização,Enfermagem
Masculino,52,Branca,Sim,Especialização,Assistência social
Masculino,33,Branca,Não,Especialização,Assistência social
Feminino,40,Branca,Sim,Ensino superior completo,Administração
Feminino,46,Branca,Sim,Especialização,Assistência social
Feminino,43,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,54,Branca,Sim,Ensino superior completo,Administração
Feminino,62,Branca,Sim,Especialização,Assistência social
Feminino,37,Branca,Sim,Ensino superior completo,Administração
Feminino,46,Branca,Sim,Especialização,Assistência social
Masculino,59,Branca,Sim,Especialização,Medicina
Feminino,47,Branca,Sim,Especialização,Assistência social
Feminino,33,Branca,Sim,Especialização,Pedagogia
Feminino,23,Branca,Não,Ensino superior incompleto,-
Masculino,44,Branca,Sim,Mestrado,Administração
Masculino,55,Branca,Sim,Ensino superior completo,Administração
Feminino,44,Branca,Não,Especialização,Direito
Masculino,42,Branca,Sim,Ensino superior incompleto,-
Feminino,35,Branca,Sim,Mestrado,Administração
Feminino,36,Branca,Sim,Especialização,Pedagogia
Feminino,41,Branca,Sim,Especialização,Pedagogia
Feminino,55,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,30,Branca,Não,Especialização,Assistência social
Masculino,41,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,49,Branca,Sim,Ensino superior completo,Administração
Feminino,42,Branca,Sim,Especialização,Pedagogia
Masculino,39,Branca,Sim,Ensino superior completo,Administração
Feminino,60,Branca,Sim,Ensino superior completo,Direito
Masculino,55,Branca,Não,Doutorado,Medicina
Feminino,35,Branca,Sim,Especialização,Pedagogia
Masculino,42,Branca,Sim,Ensino superior incompleto,-
Masculino,65,Branca,Sim,Especialização,Medicina
Masculino,41,Branca,Sim,Especialização,Administração
Feminino,48,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,46,Branca,Sim,Ensino superior incompleto,-
Feminino,33,Branca,Sim,Ensino superior completo,Administração
Masculino,77,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,55,Branca,Não,Especialização,Assistência social
Feminino,32,Branca,Não,Ensino superior completo,Pedagogia
Masculino,35,Branca,Sim,Especialização,Pedagogia
Masculino,51,Parda,Sim,Ensino superior completo,Assistência social
Feminino,56,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,49,Branca,Sim,Especialização,Pedagogia
Feminino,32,Branca,Sim,Ensino superior completo,Nutrição
Feminino,47,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,40,Branca,Sim,Mestrado,Jornalismo
Feminino,64,Branca,Sim,Ensino superior completo,Administração
Masculino,60,Branca,Sim,Mestrado,Medicina
Feminino,57,Branca,Não,Especialização,Medicina
Masculino,51,Branca,Não,Ensino superior completo,Assistência social
Masculino,48,Branca,Sim,Ensino superior completo,Administração
Masculino,47,Branca,Sim,Especialização,Enfermagem
Feminino,55,Branca,Sim,Ensino superior completo,Administração
Feminino,46,Branca,Sim,Especialização,Pedagogia
Feminino,50,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,44,Branca,Não,Especialização,Enfermagem
Feminino,0,Branca,Sim,Ensino superior completo,Sociologia
Feminino,57,Branca,Sim,Ensino superior completo,Assistência social
Feminino,41,Branca,Sim,Especialização,Administração
Masculino,63,Branca,Não,Doutorado,Medicina
Masculino,71,Amarela,Sim,Especialização,Medicina
Feminino,40,Branca,Não,Ensino superior completo,Administração
Feminino,56,Branca,Sim,Especialização,Psicologia
Feminino,39,Branca,Sim,Especialização,Pedagogia
Feminino,46,Branca,Sim,Especialização,Administração
Masculino,60,Branca,Não,Ensino superior completo,Administração
Feminino,60,Parda,Sim,Especialização,Assistência social
Masculino,38,Branca,Sim,Especialização,Sociologia
Feminino,45,Branca,Não,Ensino superior completo,Assistência social
Masculino,58,Branca,Não,Ensino superior completo,Enfermagem
Feminino,62,Branca,Sim,Especialização,Administração
Feminino,54,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,65,Branca,Sim,Especialização,Medicina
Feminino,40,Branca,Sim,Especialização,Enfermagem
Feminino,58,Branca,Sim,Ensino superior incompleto,-
Feminino,31,Branca,Sim,Especialização,Administração
Feminino,58,Branca,Sim,Especialização,Pedagogia
Masculino,58,Branca,Sim,Ensino superior completo,Administração
Feminino,32,Branca,Sim,Especialização,Pedagogia
Masculino,44,Branca,Sim,Especialização,Jornalismo
Feminino,46,Parda,Sim,Especialização,Pedagogia
Feminino,37,Parda,Sim,Ensino superior completo,Administração
Feminino,69,Branca,Sim,Ensino superior completo,Sociologia
Masculino,51,Branca,Sim,Ensino superior incompleto,-
Feminino,41,Branca,Sim,Especialização,Jornalismo
Feminino,46,Branca,Não,Especialização,Assistência social
Masculino,52,Branca,Não,Especialização,Assistência social
Masculino,44,Branca,Sim,Especialização,Medicina
Feminino,47,Parda,Sim,Ensino superior completo,Sociologia
Feminino,44,Branca,Sim,Especialização,Pedagogia
Feminino,38,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,58,Branca,Não,Doutorado,Medicina
Feminino,33,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,40,Branca,Sim,Especialização,Pedagogia
Feminino,39,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,52,Branca,Não,Ensino superior completo,Jornalismo
Feminino,34,Branca,Sim,Especialização,Administração
Feminino,34,Branca,Sim,Especialização,Pedagogia
Masculino,48,Branca,Sim,Especialização,Enfermagem
Masculino,63,Branca,Não,Especialização,Assistência social
Masculino,34,Parda,Sim,Ensino superior completo,Jornalismo
Feminino,58,Branca,Sim,Ensino superior completo,Direito
Feminino,38,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,52,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,42,Parda,Sim,Especialização,Pedagogia
Feminino,58,Branca,Sim,Especialização,Psicologia
Masculino,38,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,52,Branca,Sim,Doutorado,Medicina
Feminino,26,Branca,Sim,Ensino superior completo,Administração
Masculino,67,Branca,Sim,Ensino superior incompleto,-
Masculino,41,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,75,Branca,Sim,Doutorado,Enfermagem
Masculino,54,Branca,Sim,Ensino superior completo,Assistência social
Masculino,44,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,30,Parda,Sim,Ensino superior completo,Administração
Masculino,59,Branca,Sim,Ensino superior completo,Administração
Masculino,40,Branca,Não,Especialização,Pedagogia
Masculino,25,Parda,Sim,Ensino superior completo,Jornalismo
Feminino,35,Branca,Sim,Especialização,Pedagogia
Masculino,46,Branca,Sim,Especialização,Assistência social
Feminino,46,Branca,Sim,Especialização,Pedagogia
Masculino,33,Branca,Sim,Ensino superior completo,Administração
Feminino,37,Branca,Sim,Especialização,Administração
Feminino,49,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,57,Amarela,Não,Ensino superior completo,Jornalismo
Feminino,46,Branca,Não,Ensino superior completo,Administração
Masculino,29,Branca,Sim,Ensino superior completo,Medicina
Feminino,52,Branca,Não,Ensino superior completo,Sociologia
Feminino,37,Branca,Sim,Especialização,Pedagogia
Feminino,52,Branca,Sim,Ensino superior incompleto,-
Feminino,48,Branca,Sim,Especialização,Sociologia
Feminino,36,Parda,Não,Especialização,Assistência social
Masculino,70,Branca,Sim,Ensino superior completo,Medicina
Feminino,34,Branca,Não,Ensino superior completo,Pedagogia
Masculino,34,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,49,Branca,Sim,Especialização,Pedagogia
Masculino,35,Branca,Sim,Especialização,Medicina
Feminino,46,Branca,Sim,Especialização,Enfermagem
Masculino,46,Preta,Sim,Ensino médio (2º Grau) incompleto,-
Masculino,44,Branca,Não,Doutorado,Medicina
Feminino,48,Branca,Sim,Especialização,Nutrição
Feminino,38,Branca,Sim,Ensino superior completo,Assistência social
Feminino,34,Branca,Sim,Ensino superior completo,Direito
Masculino,32,Branca,Sim,Especialização,Sociologia
Feminino,59,Branca,Sim,Especialização,Pedagogia
Masculino,33,Branca,Sim,Especialização,Pedagogia
Feminino,49,Parda,Sim,Especialização,Pedagogia
Masculino,55,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,44,Branca,Sim,Ensino superior completo,Direito
Masculino,62,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,33,Parda,Sim,Especialização,Pedagogia
Masculino,49,Branca,Sim,Especialização,Administração
Feminino,45,Branca,Sim,Ensino superior completo,Terapia ocupacional
Masculino,49,Branca,Sim,Ensino superior completo,Administração
Feminino,38,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,41,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,58,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,40,Amarela,Sim,Especialização,Administração
Masculino,35,Branca,Não,Ensino superior completo,Administração
Masculino,43,Branca,Sim,Especialização,Pedagogia
Feminino,55,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,30,Branca,Sim,Especialização,Administração
Masculino,43,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,59,Branca,Sim,Ensino superior completo,Administração
Masculino,56,Amarela,Sim,Ensino superior completo,Pedagogia
Feminino,62,Branca,Sim,Mestrado,Pedagogia
Masculino,59,Branca,Sim,Ensino superior completo,Assistência social
Masculino,71,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,29,Branca,Sim,Especialização,Administração
Masculino,42,Branca,Sim,Ensino superior completo,Administração
Masculino,42,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,34,Branca,Não,Ensino superior completo,Administração
Masculino,48,Branca,Sim,Especialização,Administração
Feminino,51,Branca,Sim,Especialização,Psicologia
Feminino,40,Branca,Sim,Mestrado,Jornalismo
Masculino,40,Branca,Sim,Especialização,Assistência social
Masculino,33,Branca,Sim,Ensino superior completo,Administração
Masculino,47,Branca,Sim,Ensino superior incompleto,-
Masculino,42,Branca,Sim,Especialização,Direito
Feminino,29,Branca,Sim,Ensino superior completo,Administração
Feminino,43,Parda,Não,Ensino superior incompleto,-
Masculino,57,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,39,Branca,Sim,Ensino superior completo,Assistência social
Feminino,34,Branca,Sim,Ensino superior completo,Sociologia
Feminino,41,Branca,Sim,Ensino superior completo,Assistência social
Masculino,41,Branca,Sim,Ensino superior completo,Administração
Masculino,37,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,50,Branca,Sim,Especialização,Administração
Feminino,50,Branca,Sim,Ensino superior completo,Sociologia
Feminino,33,Branca,Sim,Especialização,Pedagogia
Masculino,54,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,53,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,59,Branca,Sim,Ensino superior completo,Enfermagem
Feminino,39,Parda,Não,Ensino superior completo,Sociologia
Feminino,51,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,65,Branca,Sim,Ensino superior completo,Sociologia
Feminino,36,Branca,Sim,Especialização,Administração
Masculino,43,Branca,Sim,Mestrado,Administração
Masculino,33,Parda,Sim,Ensino superior completo,Administração
Feminino,52,Branca,Não,Especialização,Pedagogia
Feminino,46,Branca,Sim,Mestrado,Pedagogia
Masculino,44,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,39,Parda,Sim,Ensino superior completo,Administração
Masculino,56,Branca,Sim,Especialização,Administração
Masculino,48,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,59,Branca,Sim,Ensino superior completo,Administração
Feminino,55,Branca,Sim,Especialização,Psicologia
Feminino,53,Branca,Sim,Ensino superior completo,Assistência social
Feminino,53,Branca,Sim,Especialização,Pedagogia
